date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:07:40	4225/4225	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:11%20GMT	https://s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/zodiac.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/zodiac.min.css	(from https://www.terra.com.br/)
08:07:40	12811/12811	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2018:25:09%20GMT	https://s1.trrsf.com/update-1739211909/fe/zaz-app-t360-cards/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1739211909/fe/zaz-app-t360-cards/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:41	17526/17526	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:25:10%20GMT	https://s1.trrsf.com/update-1738693510/fe/zaz-app-t360-navbar/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1738693510/fe/zaz-app-t360-navbar/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:41	6278/6278	---M-Z	200	added ('OK')	text/css	date:Thu,%2002%20Jan%202025%2018:45:10%20GMT	https://s1.trrsf.com/update-1735843510/fe/zaz-app-t360-subject-table/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1735843510/fe/zaz-app-t360-subject-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:41	13627/13627	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2017:57:51%20GMT	https://s1.trrsf.com/update-1731441831/fe/zaz-app-t360-ticker/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731441831/fe/zaz-app-t360-ticker/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:41	1415/1415	---M-Z	200	added ('OK')	text/css	date:Tue,%2016%20Jul%202024%2019:27:39%20GMT	https://s1.trrsf.com/update-1731441778/fe/zaz-app-t360-championship-teams/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731441778/fe/zaz-app-t360-championship-teams/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:42	4893/4893	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Dec%202023%2019:15:06%20GMT	https://s1.trrsf.com/update-1731442068/fe/zaz-app-t360-editorial-table/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731442068/fe/zaz-app-t360-editorial-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:42	6083/6083	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Dec%202024%2013:05:08%20GMT	https://s1.trrsf.com/update-1734613508/fe/zaz-app-t360-sva-table/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1734613508/fe/zaz-app-t360-sva-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:43	2061/2061	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jun%202024%2013:47:59%20GMT	https://s1.trrsf.com/update-1731442487/fe/zaz-app-t360-teams/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731442487/fe/zaz-app-t360-teams/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:43	7917/7917	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Dec%202024%2017:45:09%20GMT	https://s1.trrsf.com/update-1734630309/fe/zaz-app-t360-horoscope/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1734630309/fe/zaz-app-t360-horoscope/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:43	4711/4711	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Oct%202024%2018:30:53%20GMT	https://s1.trrsf.com/update-1731441682/fe/zaz-app-t360-financial/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731441682/fe/zaz-app-t360-financial/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:43	6128/6128	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20May%202024%2011:47:22%20GMT	https://s1.trrsf.com/update-1731441831/fe/zaz-app-t360-stories/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731441831/fe/zaz-app-t360-stories/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:43	2327/2327	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Aug%202024%2014:38:16%20GMT	https://s1.trrsf.com/update-1731441646/fe/zaz-app-t360-user-table/_css/theme-default.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1731441646/fe/zaz-app-t360-user-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
08:07:44	8815/8815	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2018:25:09%20GMT	https://s1.trrsf.com/update-1739211909/fe/zaz-ui-t360-home/_css/context.min.css	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1739211909/fe/zaz-ui-t360-home/_css/context.min.css	(from https://www.terra.com.br/)
08:07:44	1712/1712	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202025%2013:35:09%20GMT	https://s1.trrsf.com/update-1739280909/fe/zaz-ui-t360/_js/transition.min.js	C:/Users/LAB4/Desktop/Site%20Terra/s1.trrsf.com/update-1739280909/fe/zaz-ui-t360/_js/transition.min.js	(from https://www.terra.com.br/)
08:07:45	299/299	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2011:07:45%20GMT	https://www.terra.com.br/ak.m	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/ak.m	(from https://www.terra.com.br/)
08:07:46	299/299	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2011:07:46%20GMT	https://www.terra.com.br/ak.t	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/ak.t	(from https://www.terra.com.br/)
08:07:46	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2011:07:47%20GMT	https://www.terra.com.br/{'id':%20420,%20'parent':%20None,%20'label':%20'Terra%20Mail',%20'url':%20'https://servicos.terra.com.br/para-voce/terra-mail?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=pg&utm_term=terra-mail-tri_pos-01&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/{'id'_%20420,%20'parent'_%20None,%20'label'_%20'Terra%20Mail',%20'url'_%20'https_/servicos.terra.com.br/para-voce/terra-mail8424	(from https://www.terra.com.br/)
08:07:47	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2011:07:47%20GMT	https://www.terra.com.br/{'id':%20419,%20'parent':%20None,%20'label':%20'Combo%20de%20Cursos',%20'url':%20'https://servicos.terra.com.br/para-voce/cursos-online?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=lp&utm_term=cursos-online_pos-02&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/{'id'_%20419,%20'parent'_%20None,%20'label'_%20'Combo%20de%20Cursos',%20'url'_%20'https_/servicos.terra.com.br/para-voce/cursos-online5a51	(from https://www.terra.com.br/)
08:07:47	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2011:07:47%20GMT	https://www.terra.com.br/{'id':%20423,%20'parent':%20None,%20'label':%20'Vivo%20Fibra',%20'url':%20'https://internet.vivo.com.br/ofertas/fibra-e-pos/?targetparam=vivo-fibra-terra&id_origem_vivo=b2c_personalizacaoterra_header'}	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/{'id'_%20423,%20'parent'_%20None,%20'label'_%20'Vivo%20Fibra',%20'url'_%20'https_/internet.vivo.com.br/ofertas/fibra-e-pos/indexbcc2.html	(from https://www.terra.com.br/)
08:07:59	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2011:07:59%20GMT	https://www.terra.com.br/{'id':%20421,%20'parent':%20None,%20'label':%20'Amazon%20Prime',%20'url':%20'https://servicos.terra.com.br/para-voce/amazon-prime?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=lp&utm_term=amazon_pos-04&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/{'id'_%20421,%20'parent'_%20None,%20'label'_%20'Amazon%20Prime',%20'url'_%20'https_/servicos.terra.com.br/para-voce/amazon-primefaea	(from https://www.terra.com.br/)
08:07:59	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2011:07:59%20GMT	https://www.terra.com.br/{'id':%20543,%20'parent':%20None,%20'label':%20'Central%20do%20Assinante',%20'url':%20'https://central.terra.com.br/login?next=http://central.terra.com.br/?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=pg&utm_term=central-do-assinante_pos-07&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/{'id'_%20543,%20'parent'_%20None,%20'label'_%20'Central%20do%20Assinante',%20'url'_%20'https_/central.terra.com.br/logine3c7	(from https://www.terra.com.br/)
08:07:59	151341/151341	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:07:59%20GMT	https://www.terra.com.br/noticias/mundo/hamas-entrega-corpos-de-quatro-refens-a-israel-como-parte-do-acordo-de-cessar-fogo,927d938f88becfdb3171b749e10634f7qg3vwllj.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/noticias/mundo/hamas-entrega-corpos-de-quatro-refens-a-israel-como-parte-do-acordo-de-cessar-fogo,927d938f88becfdb3171b749e10634f7qg3vwllj.html	(from https://www.terra.com.br/)
08:08:00	173066/173066	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:00%20GMT	https://www.terra.com.br/noticias/mundo/trump-esta-em-campanha-para-ganhar-nobel-da-paz,46858feb4798a230b69645d4388fab5fl5i1rpdh.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/noticias/mundo/trump-esta-em-campanha-para-ganhar-nobel-da-paz,46858feb4798a230b69645d4388fab5fl5i1rpdh.html	(from https://www.terra.com.br/)
08:08:01	173207/173207	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:00%20GMT	https://www.terra.com.br/noticias/brasil/bolsonaro-denunciado-o-que-muda-para-a-direita-nas-eleicoes-de-2026,bd8cb650a18aa6f4872deedf56fb2e9c59uwsxsn.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/noticias/brasil/bolsonaro-denunciado-o-que-muda-para-a-direita-nas-eleicoes-de-2026,bd8cb650a18aa6f4872deedf56fb2e9c59uwsxsn.html	(from https://www.terra.com.br/)
08:08:01	355646/355646	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:01%20GMT	https://www.terra.com.br/diversao/tv/reality-shows/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/diversao/tv/reality-shows/index.html	(from https://www.terra.com.br/)
08:08:02	7366/7366	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Feb%202025%2010:40:31%20GMT	https://p2.trrsf.com/image/fget/cf/4000/2196/0/0/306/168/images.terra.com/2025/02/20/896769310-64303b30-eef7-11ef-abc5-edb2e772d990.jpg	C:/Users/LAB4/Desktop/Site%20Terra/p2.trrsf.com/image/fget/cf/4000/2196/0/0/306/168/images.terra.com/2025/02/20/896769310-64303b30-eef7-11ef-abc5-edb2e772d990.jpg	(from https://www.terra.com.br/)
08:08:04	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2011:08:04%20GMT	https://www.terra.com.br/{'id':%20422,%20'parent':%20None,%20'description':%20'<p%20class=%22text%22>&nbsp;</p>/n/n<div%20id=%22professor_prebid-root%22>&nbsp;</div>/n',%20'label':%20'Terra%20Astral',%20'url':%20'https://servicos.terra.com.br/para-voce/terra-astral/?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=lp&utm_term=terra-astral_barra-ds&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/{'id'_%20422,%20'parent'_%20None,%20'description'_%20'_p/p_/n/n_div%20id=_professor_prebid-root__&nbsp;_/div_/n',%20'label'_%20'Terra%20Astral',%20'url'_%20'https_/servicos.terra.com.br/para-vo/index0521.htm	(from https://www.terra.com.br/)
08:08:04	151669/151669	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:04%20GMT	https://www.terra.com.br/planeta/qual-e-o-maximo-de-calor-que-o-corpo-humano-suporta,e243e6db1b40b44e9e9194750cc30cf431bshxjm.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/planeta/qual-e-o-maximo-de-calor-que-o-corpo-humano-suporta,e243e6db1b40b44e9e9194750cc30cf431bshxjm.html	(from https://www.terra.com.br/)
08:08:05	380948/380948	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:05%20GMT	https://www.terra.com.br/vida-e-estilo/horoscopo/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/vida-e-estilo/horoscopo/index.html	(from https://www.terra.com.br/)
08:08:05	14666/14666	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Feb%202025%2017:45:34%20GMT	https://p2.trrsf.com/image/fget/cf/480/480/125/0/112/112/images.terra.com/2025/02/19/1337190810-calor-sol.png	C:/Users/LAB4/Desktop/Site%20Terra/p2.trrsf.com/image/fget/cf/480/480/125/0/112/112/images.terra.com/2025/02/19/1337190810-calor-sol.png	(from https://www.terra.com.br/)
08:08:07	370751/370751	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:07%20GMT	https://www.terra.com.br/diversao/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/diversao/index.html	(from https://www.terra.com.br/)
08:08:07	374188/374188	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:07%20GMT	https://www.terra.com.br/diversao/carnaval/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/diversao/carnaval/index.html	(from https://www.terra.com.br/)
08:08:08	167625/167625	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:07%20GMT	https://www.terra.com.br/noticias/educacao/carreira/pedreiro-conquista-milhoes-de-seguidores-vira-influenciador-e-troca-obras-por-gravacoes,e3c955a4967ce0e9c6ddcccbc68814658izcnuj0.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/noticias/educacao/carreira/pedreiro-conquista-milhoes-de-seguidores-vira-influenciador-e-troca-obras-por-gravacoes,e3c955a4967ce0e9c6ddcccbc68814658izcnuj0.html	(from https://www.terra.com.br/)
08:08:09	374333/374333	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:09%20GMT	https://www.terra.com.br/noticias/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/noticias/index.html	(from https://www.terra.com.br/)
08:08:09	3646/3646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Feb%202025%2000:43:08%20GMT	https://p2.trrsf.com/image/fget/cf/1185/1185/207/0/112/112/images.terra.com/2025/02/18/pedreiro-1iyfi9telp9ie.jpeg	C:/Users/LAB4/Desktop/Site%20Terra/p2.trrsf.com/image/fget/cf/1185/1185/207/0/112/112/images.terra.com/2025/02/18/pedreiro-1iyfi9telp9ie.jpg	(from https://www.terra.com.br/)
08:08:09	409388/409388	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:09%20GMT	https://www.terra.com.br/apostas/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/apostas/index.html	(from https://www.terra.com.br/)
08:08:10	150579/150579	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:10%20GMT	https://www.terra.com.br/diversao/tv/reality-shows/bbb25-aline-sofre-queda-durante-festa-da-lider-eva-veja-video-do-momento,068038a25608995248279425af8328ada9s3jquv.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/diversao/tv/reality-shows/bbb25-aline-sofre-queda-durante-festa-da-lider-eva-veja-video-do-momento,068038a25608995248279425af8328ada9s3jquv.html	(from https://www.terra.com.br/)
08:08:10	138894/138894	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:10%20GMT	https://www.terra.com.br/terracreators/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/terracreators/index.html	(from https://www.terra.com.br/)
08:08:10	2705/2705	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Feb%202025%2010:37:05%20GMT	https://p2.trrsf.com/image/fget/cf/267/267/113/0/112/112/images.terra.com/2025/02/20/aline-ubj38jkdxr1v.JPG	C:/Users/LAB4/Desktop/Site%20Terra/p2.trrsf.com/image/fget/cf/267/267/113/0/112/112/images.terra.com/2025/02/20/aline-ubj38jkdxr1v.jpg	(from https://www.terra.com.br/)
08:08:11	350902/350902	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:11%20GMT	https://www.terra.com.br/nos/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/nos/index.html	(from https://www.terra.com.br/)
08:08:11	355430/355430	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:11%20GMT	https://www.terra.com.br/economia/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/economia/index.html	(from https://www.terra.com.br/)
08:08:12	153491/153491	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:11%20GMT	https://www.terra.com.br/diversao/gente/bruna-marquezine-e-joao-guilherme-terminam-namoro-apos-um-ano-juntos,cf70cc5a0fd0bd23d8a51691364620f7p1840x8u.html	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/diversao/gente/bruna-marquezine-e-joao-guilherme-terminam-namoro-apos-um-ano-juntos,cf70cc5a0fd0bd23d8a51691364620f7p1840x8u.html	(from https://www.terra.com.br/)
08:08:12	375337/375337	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2011:08:12%20GMT	https://www.terra.com.br/noticias/educacao/	C:/Users/LAB4/Desktop/Site%20Terra/www.terra.com.br/noticias/educacao/index.html	(from https://www.terra.com.br/)
